id,name,isParent,dbcode,pid,categories
A040D,按行业分民间固定资产投资,FALSE,hgyd,A04,月度数据
A040701,农、林、牧、渔业固定资产投资额,FALSE,hgyd,A0407,月度数据
A040702,采矿业固定资产投资额,FALSE,hgyd,A0407,月度数据
A040703,制造业固定资产投资额,FALSE,hgyd,A0407,月度数据
A040704,电力、热力、燃气及水的生产和供应业固定资产投资额,FALSE,hgyd,A0407,月度数据
A040705,建筑业固定资产投资额,FALSE,hgyd,A0407,月度数据
A040706,批发和零售业固定资产投资额,FALSE,hgyd,A0407,月度数据
A040707,交通运输、仓储和邮政业固定资产投资额,FALSE,hgyd,A0407,月度数据
A040708,住宿和餐饮业固定资产投资额,FALSE,hgyd,A0407,月度数据
A040709,信息传输、软件和信息技术服务业固定资产投资额,FALSE,hgyd,A0407,月度数据
A04070A,金融业固定资产投资额,FALSE,hgyd,A0407,月度数据
A04070B,房地产业固定资产投资额,FALSE,hgyd,A0407,月度数据
A04070C,租赁和商务服务业固定资产投资额,FALSE,hgyd,A0407,月度数据
A04070D,科学研究和技术服务业固定资产投资额,FALSE,hgyd,A0407,月度数据
A04070E,水利、环境和公共设施管理业固定资产投资额,FALSE,hgyd,A0407,月度数据
A04070F,居民服务、修理和其他服务业固定资产投资额,FALSE,hgyd,A0407,月度数据
A04070G,教育固定资产投资额,FALSE,hgyd,A0407,月度数据
A04070H,卫生和社会工作固定资产投资额,FALSE,hgyd,A0407,月度数据
A04070I,文化、体育和娱乐业固定资产投资额,FALSE,hgyd,A0407,月度数据
A04070J,公共管理、社会保障和社会组织固定资产投资额,FALSE,hgyd,A0407,月度数据
A04070K,国际组织固定资产投资额,FALSE,hgyd,A0407,月度数据
A040601,农、林、牧、渔业固定资产投资额,FALSE,hgyd,A0406,月度数据
A040602,采矿业固定资产投资额,FALSE,hgyd,A0406,月度数据
A040603,制造业固定资产投资额,FALSE,hgyd,A0406,月度数据
A040604,电力、热力、燃气及水的生产和供应业固定资产投资额,FALSE,hgyd,A0406,月度数据
A040605,建筑业固定资产投资额,FALSE,hgyd,A0406,月度数据
A040606,批发和零售业固定资产投资额,FALSE,hgyd,A0406,月度数据
A040607,交通运输、仓储和邮政业固定资产投资额,FALSE,hgyd,A0406,月度数据
A040608,住宿和餐饮业固定资产投资额,FALSE,hgyd,A0406,月度数据
A040609,信息传输、软件和信息技术服务业固定资产投资额,FALSE,hgyd,A0406,月度数据
A04060A,金融业固定资产投资额,FALSE,hgyd,A0406,月度数据
A04060B,房地产业固定资产投资额,FALSE,hgyd,A0406,月度数据
A04060C,租赁和商务服务业固定资产投资额,FALSE,hgyd,A0406,月度数据
A04060D,科学研究、技术服务和地质勘查业固定资产投资额,FALSE,hgyd,A0406,月度数据
A04060E,水利、环境和公共设施管理业固定资产投资额,FALSE,hgyd,A0406,月度数据
A04060F,居民服务和其他服务业固定资产投资额,FALSE,hgyd,A0406,月度数据
A04060G,教育固定资产投资额,FALSE,hgyd,A0406,月度数据
A04060H,卫生、社会保障和社会福利业固定资产投资额,FALSE,hgyd,A0406,月度数据
A04060I,文化、体育和娱乐业固定资产投资额,FALSE,hgyd,A0406,月度数据
A04060J,公共管理和社会组织固定资产投资额,FALSE,hgyd,A0406,月度数据
A04060K,国际组织固定资产投资额,FALSE,hgyd,A0406,月度数据
A040501,农林牧渔业固定资产投资额,FALSE,hgyd,A0405,月度数据
A040502,采矿业固定资产投资额,FALSE,hgyd,A0405,月度数据
A040503,制造业固定资产投资额,FALSE,hgyd,A0405,月度数据
A040504,电力、燃气及水的生产和供应业固定资产投资额,FALSE,hgyd,A0405,月度数据
A040505,建筑业固定资产投资额,FALSE,hgyd,A0405,月度数据
A040506,交通运输、仓储和邮政业固定资产投资额,FALSE,hgyd,A0405,月度数据
A040507,信息传输、计算机服务和软件业固定资产投资额,FALSE,hgyd,A0405,月度数据
A040508,批发和零售业固定资产投资额,FALSE,hgyd,A0405,月度数据
A040509,住宿和餐饮业固定资产投资额,FALSE,hgyd,A0405,月度数据
A04050A,金融业固定资产投资额,FALSE,hgyd,A0405,月度数据
A04050B,房地产业固定资产投资额,FALSE,hgyd,A0405,月度数据
A04050C,租赁和商务服务业固定资产投资额,FALSE,hgyd,A0405,月度数据
A04050D,科学研究、技术服务和地质勘查业固定资产投资额,FALSE,hgyd,A0405,月度数据
A04050E,水利、环境和公共设施管理业固定资产投资额,FALSE,hgyd,A0405,月度数据
A04050F,居民服务和其他服务业固定资产投资额,FALSE,hgyd,A0405,月度数据
A04050G,教育固定资产投资额,FALSE,hgyd,A0405,月度数据
A04050H,卫生、社会保障和社会福利业固定资产投资额,FALSE,hgyd,A0405,月度数据
A04050I,文化、体育和娱乐业固定资产投资额,FALSE,hgyd,A0405,月度数据
A04050J,公共管理和社会组织固定资产投资额,FALSE,hgyd,A0405,月度数据
A04050K,国际组织固定资产投资额,FALSE,hgyd,A0405,月度数据
A040401,第一产业固定资产投资额,FALSE,hgyd,A0404,月度数据
A040402,第二产业固定资产投资额,FALSE,hgyd,A0404,月度数据
A040403,第三产业固定资产投资额,FALSE,hgyd,A0404,月度数据
A0301,能源主要产品产量,TRUE,hgyd,A03,月度数据
A030101,原煤,FALSE,hgyd,A0301,月度数据
A030102,原油,FALSE,hgyd,A0301,月度数据
A030103,天然气,FALSE,hgyd,A0301,月度数据
A030104,煤层气,FALSE,hgyd,A0301,月度数据
A030105,液化天然气,FALSE,hgyd,A0301,月度数据
A030106,原油加工量,FALSE,hgyd,A0301,月度数据
A030107,汽油,FALSE,hgyd,A0301,月度数据
A030108,煤油,FALSE,hgyd,A0301,月度数据
A030109,柴油,FALSE,hgyd,A0301,月度数据
A03010A,燃料油,FALSE,hgyd,A0301,月度数据
A03010B,石脑油,FALSE,hgyd,A0301,月度数据
A03010C,液化石油气,FALSE,hgyd,A0301,月度数据
A03010D,石油焦,FALSE,hgyd,A0301,月度数据
A03010E,石油沥青,FALSE,hgyd,A0301,月度数据
A03010F,焦炭,FALSE,hgyd,A0301,月度数据
A03010G,发电量,FALSE,hgyd,A0301,月度数据
A03010H,火力发电量,FALSE,hgyd,A0301,月度数据
A03010I,水力发电量,FALSE,hgyd,A0301,月度数据
A03010J,核能发电量,FALSE,hgyd,A0301,月度数据
A03010K,风力发电量,FALSE,hgyd,A0301,月度数据
A03010L,太阳能发电量,FALSE,hgyd,A0301,月度数据
A03010M,煤气,FALSE,hgyd,A0301,月度数据
A0201,工业增加值增长速度,FALSE,hgyd,A02,月度数据
A0202,按经济类型分工业增加值增长速度,FALSE,hgyd,A02,月度数据
A0203,工业分大类行业增加值增长速度(2003-2011),FALSE,hgyd,A02,月度数据
A0204,工业分大类行业增加值增长速度(2012-2017),FALSE,hgyd,A02,月度数据
A0205,工业分大类行业增加值增长速度(2018-至今),FALSE,hgyd,A02,月度数据
A0206,工业分大类行业出口交货值(2003-2011),TRUE,hgyd,A02,月度数据
A0207,工业分大类行业出口交货值(2012-2017),TRUE,hgyd,A02,月度数据
A0208,工业分大类行业出口交货值(2018-至今),TRUE,hgyd,A02,月度数据
A0209,工业主要产品产量,TRUE,hgyd,A02,月度数据
A020A,工业企业主要经济指标,FALSE,hgyd,A02,月度数据
A020B,国有工业企业主要经济指标,FALSE,hgyd,A02,月度数据
A020C,集体工业企业主要经济指标,FALSE,hgyd,A02,月度数据
A020D,股份合作工业企业主要经济指标,FALSE,hgyd,A02,月度数据
A020E,股份制工业企业主要经济指标,FALSE,hgyd,A02,月度数据
A020F,外商及港澳台投资工业企业主要经济指标,FALSE,hgyd,A02,月度数据
A020G,其它工业企业主要经济指标,FALSE,hgyd,A02,月度数据
A020H,国有控股工业企业主要经济指标,FALSE,hgyd,A02,月度数据
A020I,大中型工业企业主要经济指标,FALSE,hgyd,A02,月度数据
A020J,大中型国有控股工业企业主要经济指标,FALSE,hgyd,A02,月度数据
A020K,私营工业企业主要经济指标,FALSE,hgyd,A02,月度数据
A020L,按行业分工业企业主要经济指标(2001-2002),TRUE,hgyd,A02,月度数据
A020M,按行业分工业企业主要经济指标(2003-2011),TRUE,hgyd,A02,月度数据
A020N,按行业分工业企业主要经济指标(2012-2017),TRUE,hgyd,A02,月度数据
A020O,按行业分工业企业主要经济指标(2018-至今),TRUE,hgyd,A02,月度数据
A020O01,工业企业单位数,FALSE,hgyd,A020O,月度数据
A020O02,工业亏损企业单位数,FALSE,hgyd,A020O,月度数据
A020O03,工业企业流动资产合计,FALSE,hgyd,A020O,月度数据
A020O04,工业企业应收账款,FALSE,hgyd,A020O,月度数据
A020O05,工业企业存货,FALSE,hgyd,A020O,月度数据
A020O06,工业企业产成品存货,FALSE,hgyd,A020O,月度数据
A020O07,工业企业资产总计,FALSE,hgyd,A020O,月度数据
A020O08,工业企业负债合计,FALSE,hgyd,A020O,月度数据
A020O09,工业企业营业收入,FALSE,hgyd,A020O,月度数据
A020O0A,工业企业主营业务收入,FALSE,hgyd,A020O,月度数据
A020O0B,工业企业营业成本,FALSE,hgyd,A020O,月度数据
A020O0C,工业企业主营业务成本,FALSE,hgyd,A020O,月度数据
A020O0D,工业企业主营业务税金及附加,FALSE,hgyd,A020O,月度数据
A020O0E,工业企业销售费用,FALSE,hgyd,A020O,月度数据
A020O0F,工业企业管理费用,FALSE,hgyd,A020O,月度数据
A020O0G,工业企业财务费用,FALSE,hgyd,A020O,月度数据
A020O0H,工业企业利息支出,FALSE,hgyd,A020O,月度数据
A020O0I,工业企业投资收益,FALSE,hgyd,A020O,月度数据
A020O0J,工业企业营业利润,FALSE,hgyd,A020O,月度数据
A020O0K,工业企业利润总额,FALSE,hgyd,A020O,月度数据
A020O0L,工业亏损企业亏损总额,FALSE,hgyd,A020O,月度数据
A020O0M,工业企业应交增值税,FALSE,hgyd,A020O,月度数据
A020N01,工业企业单位数,FALSE,hgyd,A020N,月度数据
A020N02,工业亏损企业单位数,FALSE,hgyd,A020N,月度数据
A020N03,工业企业流动资产合计,FALSE,hgyd,A020N,月度数据
A020N04,工业企业应收账款,FALSE,hgyd,A020N,月度数据
A020N05,工业企业存货,FALSE,hgyd,A020N,月度数据
A020N06,工业企业产成品存货,FALSE,hgyd,A020N,月度数据
A020N07,工业企业资产总计,FALSE,hgyd,A020N,月度数据
A020N08,工业企业负债合计,FALSE,hgyd,A020N,月度数据
A020N09,工业企业营业收入,FALSE,hgyd,A020N,月度数据
A020N0A,工业企业主营业务收入,FALSE,hgyd,A020N,月度数据
A020N0B,工业企业营业成本,FALSE,hgyd,A020N,月度数据
A020N0C,工业企业主营业务成本,FALSE,hgyd,A020N,月度数据
A020N0D,工业企业主营业务税金及附加,FALSE,hgyd,A020N,月度数据
A020N0E,工业企业销售费用,FALSE,hgyd,A020N,月度数据
A020N0F,工业企业管理费用,FALSE,hgyd,A020N,月度数据
A020N0G,工业企业财务费用,FALSE,hgyd,A020N,月度数据
A020N0H,工业企业利息支出,FALSE,hgyd,A020N,月度数据
A020N0I,工业企业利润总额,FALSE,hgyd,A020N,月度数据
A020N0J,工业亏损企业亏损总额,FALSE,hgyd,A020N,月度数据
A020N0K,工业企业应交增值税,FALSE,hgyd,A020N,月度数据
A020M01,工业企业单位数,FALSE,hgyd,A020M,月度数据
A020M02,工业亏损企业单位数,FALSE,hgyd,A020M,月度数据
A020M03,工业企业流动资产平均余额,FALSE,hgyd,A020M,月度数据
A020M04,工业企业应收账款,FALSE,hgyd,A020M,月度数据
A020M05,工业企业产成品存货,FALSE,hgyd,A020M,月度数据
A020M06,工业企业资产总计,FALSE,hgyd,A020M,月度数据
A020M07,工业企业负债合计,FALSE,hgyd,A020M,月度数据
A020M08,工业企业主营业务收入,FALSE,hgyd,A020M,月度数据
A020M09,工业企业主营业务成本,FALSE,hgyd,A020M,月度数据
A020M0A,工业企业主营业务税金及附加,FALSE,hgyd,A020M,月度数据
A020M0B,工业企业营业费用,FALSE,hgyd,A020M,月度数据
A020M0C,工业企业管理费用,FALSE,hgyd,A020M,月度数据
A020M0D,工业企业财务费用,FALSE,hgyd,A020M,月度数据
A020M0E,工业企业利息净支出,FALSE,hgyd,A020M,月度数据
A020M0F,工业企业利润总额,FALSE,hgyd,A020M,月度数据
A020M0G,工业企业亏损企业亏损总额,FALSE,hgyd,A020M,月度数据
A020M0H,工业企业应交增值税,FALSE,hgyd,A020M,月度数据
A020L01,工业企业单位数,FALSE,hgyd,A020L,月度数据
A020L02,工业亏损企业单位数,FALSE,hgyd,A020L,月度数据
A020L03,工业企业流动资产平均余额,FALSE,hgyd,A020L,月度数据
A020L04,工业企业应收账款,FALSE,hgyd,A020L,月度数据
A020L05,工业企业产成品存货,FALSE,hgyd,A020L,月度数据
A020L06,工业企业资产总计,FALSE,hgyd,A020L,月度数据
A020L07,工业企业负债合计,FALSE,hgyd,A020L,月度数据
A020L08,工业企业主营业务收入,FALSE,hgyd,A020L,月度数据
A020L09,工业企业主营业务成本,FALSE,hgyd,A020L,月度数据
A020L0A,工业企业主营业务税金及附加,FALSE,hgyd,A020L,月度数据
A020L0B,工业企业营业费用,FALSE,hgyd,A020L,月度数据
A020L0C,工业企业管理费用,FALSE,hgyd,A020L,月度数据
A020L0D,工业企业财务费用,FALSE,hgyd,A020L,月度数据
A020L0E,工业企业利息净支出,FALSE,hgyd,A020L,月度数据
A020L0F,工业企业利润总额,FALSE,hgyd,A020L,月度数据
A020L0G,工业亏损企业亏损总额,FALSE,hgyd,A020L,月度数据
A020L0H,工业企业应交增值税,FALSE,hgyd,A020L,月度数据
A020901,铁矿石原矿,FALSE,hgyd,A0209,月度数据
A020902,磷矿石（折含五氧化二磷30％）,FALSE,hgyd,A0209,月度数据
A020903,原盐,FALSE,hgyd,A0209,月度数据
A020904,饲料,FALSE,hgyd,A0209,月度数据
A020905,精制食用植物油,FALSE,hgyd,A0209,月度数据
A020906,成品糖,FALSE,hgyd,A0209,月度数据
A020907,鲜、冷藏肉,FALSE,hgyd,A0209,月度数据
A020908,乳制品,FALSE,hgyd,A0209,月度数据
A020909,白酒（折65度，商品量）,FALSE,hgyd,A0209,月度数据
A02090A,啤酒,FALSE,hgyd,A0209,月度数据
A02090B,葡萄酒,FALSE,hgyd,A0209,月度数据
A02090C,饮料,FALSE,hgyd,A0209,月度数据
A02090D,卷烟,FALSE,hgyd,A0209,月度数据
A02090E,纱,FALSE,hgyd,A0209,月度数据
A02090F,布,FALSE,hgyd,A0209,月度数据
A02090G,蚕丝及交织机织物（含蚕丝≥50％）,FALSE,hgyd,A0209,月度数据
A02090H,机制纸及纸板（外购原纸加工除外）,FALSE,hgyd,A0209,月度数据
A02090I,新闻纸,FALSE,hgyd,A0209,月度数据
A02090J,硫酸（折100％）,FALSE,hgyd,A0209,月度数据
A02090K,烧碱（折100％）,FALSE,hgyd,A0209,月度数据
A02090L,纯碱（碳酸钠）,FALSE,hgyd,A0209,月度数据
A02090M,乙烯,FALSE,hgyd,A0209,月度数据
A02090N,农用氮、磷、钾化学肥料（折纯）,FALSE,hgyd,A0209,月度数据
A02090O,化学农药原药（折有效成分100％）,FALSE,hgyd,A0209,月度数据
A02090P,初级形态塑料,FALSE,hgyd,A0209,月度数据
A02090Q,合成橡胶,FALSE,hgyd,A0209,月度数据
A02090R,合成洗涤剂,FALSE,hgyd,A0209,月度数据
A02090S,化学药品原药,FALSE,hgyd,A0209,月度数据
A02090T,中成药,FALSE,hgyd,A0209,月度数据
A02090U,化学纤维,FALSE,hgyd,A0209,月度数据
A02090V,合成纤维,FALSE,hgyd,A0209,月度数据
A02090W,橡胶轮胎外胎,FALSE,hgyd,A0209,月度数据
A02090X,塑料制品,FALSE,hgyd,A0209,月度数据
A02090Y,水泥,FALSE,hgyd,A0209,月度数据
A02090Z,平板玻璃,FALSE,hgyd,A0209,月度数据
A020910,钢化玻璃,FALSE,hgyd,A0209,月度数据
A020911,夹层玻璃,FALSE,hgyd,A0209,月度数据
A020912,中空玻璃,FALSE,hgyd,A0209,月度数据
A020913,生铁,FALSE,hgyd,A0209,月度数据
A020914,粗钢,FALSE,hgyd,A0209,月度数据
A020915,钢材,FALSE,hgyd,A0209,月度数据
A020916,钢筋,FALSE,hgyd,A0209,月度数据
A020917,线材（盘条）,FALSE,hgyd,A0209,月度数据
A020918,冷轧薄板,FALSE,hgyd,A0209,月度数据
A020919,中厚宽钢带,FALSE,hgyd,A0209,月度数据
A02091A,焊接钢管,FALSE,hgyd,A0209,月度数据
A02091B,铁合金,FALSE,hgyd,A0209,月度数据
A02091C,氧化铝,FALSE,hgyd,A0209,月度数据
A02091D,十种有色金属,FALSE,hgyd,A0209,月度数据
A02091E,精炼铜（电解铜）,FALSE,hgyd,A0209,月度数据
A02091F,铅,FALSE,hgyd,A0209,月度数据
A02091G,锌,FALSE,hgyd,A0209,月度数据
A02091H,原铝（电解铝）,FALSE,hgyd,A0209,月度数据
A02091I,铝合金,FALSE,hgyd,A0209,月度数据
A02091J,铜材,FALSE,hgyd,A0209,月度数据
A02091K,铝材,FALSE,hgyd,A0209,月度数据
A02091L,金属集装箱,FALSE,hgyd,A0209,月度数据
A02091M,工业锅炉,FALSE,hgyd,A0209,月度数据
A02091N,发动机,FALSE,hgyd,A0209,月度数据
A02091O,金属切削机床,FALSE,hgyd,A0209,月度数据
A02091P,金属成形机床,FALSE,hgyd,A0209,月度数据
A02091Q,电梯、自动扶梯及升降机,FALSE,hgyd,A0209,月度数据
A02091R,电动手提式工具,FALSE,hgyd,A0209,月度数据
A02091S,包装专用设备,FALSE,hgyd,A0209,月度数据
A02091T,复印和胶版印制设备,FALSE,hgyd,A0209,月度数据
A02091U,挖掘机,FALSE,hgyd,A0209,月度数据
A02091V,水泥专用设备,FALSE,hgyd,A0209,月度数据
A02091W,金属冶炼设备,FALSE,hgyd,A0209,月度数据
A02091X,饲料生产专用设备,FALSE,hgyd,A0209,月度数据
A02091Y,大型拖拉机,FALSE,hgyd,A0209,月度数据
A02091Z,中型拖拉机,FALSE,hgyd,A0209,月度数据
A020920,小型拖拉机,FALSE,hgyd,A0209,月度数据
A020921,大气污染防治设备,FALSE,hgyd,A0209,月度数据
A020922,工业机器人,FALSE,hgyd,A0209,月度数据
A020923,汽车,FALSE,hgyd,A0209,月度数据
A020924,基本型乘用车（轿车）,FALSE,hgyd,A0209,月度数据
A020925,运动型多用途乘用车（SUV）,FALSE,hgyd,A0209,月度数据
A020926,载货汽车,FALSE,hgyd,A0209,月度数据
A020927,铁路机车,FALSE,hgyd,A0209,月度数据
A020928,动车组,FALSE,hgyd,A0209,月度数据
A020929,民用钢质船舶,FALSE,hgyd,A0209,月度数据
A02092A,发电机组（发电设备）,FALSE,hgyd,A0209,月度数据
A02092B,交流电动机,FALSE,hgyd,A0209,月度数据
A02092C,光缆,FALSE,hgyd,A0209,月度数据
A02092D,锂离子电池,FALSE,hgyd,A0209,月度数据
A02092E,太阳能电池（光伏电池）,FALSE,hgyd,A0209,月度数据
A02092F,家用电冰箱（家用冷冻冷藏箱）,FALSE,hgyd,A0209,月度数据
A02092G,家用冷柜（家用冷冻箱）,FALSE,hgyd,A0209,月度数据
A02092H,房间空气调节器,FALSE,hgyd,A0209,月度数据
A02092I,家用洗衣机,FALSE,hgyd,A0209,月度数据
A02092J,电子计算机整机,FALSE,hgyd,A0209,月度数据
A02092K,微型计算机设备,FALSE,hgyd,A0209,月度数据
A02092L,程控交换机,FALSE,hgyd,A0209,月度数据
A02092M,移动通信基站设备,FALSE,hgyd,A0209,月度数据
A02092N,传真机,FALSE,hgyd,A0209,月度数据
A02092O,移动通信手持机（手机）,FALSE,hgyd,A0209,月度数据
A02092P,彩色电视机,FALSE,hgyd,A0209,月度数据
A02092Q,集成电路,FALSE,hgyd,A0209,月度数据
A02092R,光电子器件,FALSE,hgyd,A0209,月度数据
A02092S,电工仪器仪表,FALSE,hgyd,A0209,月度数据
A020801,工业出口交货值,FALSE,hgyd,A0208,月度数据
A020802,煤炭开采和洗选业,FALSE,hgyd,A0208,月度数据
A020803,石油和天然气开采业,FALSE,hgyd,A0208,月度数据
A020804,黑色金属矿采选业,FALSE,hgyd,A0208,月度数据
A020805,有色金属矿采选业,FALSE,hgyd,A0208,月度数据
A020806,非金属矿采选业,FALSE,hgyd,A0208,月度数据
A020807,开采专业及辅助性活动,FALSE,hgyd,A0208,月度数据
A020808,其他采矿业,FALSE,hgyd,A0208,月度数据
A020809,农副食品加工业,FALSE,hgyd,A0208,月度数据
A02080A,食品制造业,FALSE,hgyd,A0208,月度数据
A02080B,酒、饮料和精制茶制造业,FALSE,hgyd,A0208,月度数据
A02080C,烟草制品业,FALSE,hgyd,A0208,月度数据
A02080D,纺织业,FALSE,hgyd,A0208,月度数据
A02080E,纺织服装、服饰业,FALSE,hgyd,A0208,月度数据
A02080F,皮革、毛皮、羽毛及其制品和制鞋业,FALSE,hgyd,A0208,月度数据
A02080G,木材加工和木、竹、藤、棕、草制品业,FALSE,hgyd,A0208,月度数据
A02080H,家具制造业,FALSE,hgyd,A0208,月度数据
A02080I,造纸和纸制品业,FALSE,hgyd,A0208,月度数据
A02080J,印刷和记录媒介复制业,FALSE,hgyd,A0208,月度数据
A02080K,文教、工美、体育和娱乐用品制造业,FALSE,hgyd,A0208,月度数据
A02080L,石油、煤炭及其他燃料加工业,FALSE,hgyd,A0208,月度数据
A02080M,化学原料和化学制品制造业,FALSE,hgyd,A0208,月度数据
A02080N,医药制造业,FALSE,hgyd,A0208,月度数据
A02080O,化学纤维制造业,FALSE,hgyd,A0208,月度数据
A02080P,橡胶和塑料制品业,FALSE,hgyd,A0208,月度数据
A02080Q,非金属矿物制品业,FALSE,hgyd,A0208,月度数据
A02080R,黑色金属冶炼和压延加工业,FALSE,hgyd,A0208,月度数据
A02080S,有色金属冶炼和压延加工业,FALSE,hgyd,A0208,月度数据
A02080T,金属制品业,FALSE,hgyd,A0208,月度数据
A02080U,通用设备制造业,FALSE,hgyd,A0208,月度数据
A02080V,专用设备制造业,FALSE,hgyd,A0208,月度数据
A02080W,汽车制造业,FALSE,hgyd,A0208,月度数据
A02080X,铁路、船舶、航空航天和其他运输设备制造业,FALSE,hgyd,A0208,月度数据
A02080Y,电气机械和器材制造业,FALSE,hgyd,A0208,月度数据
A02080Z,计算机、通信和其他电子设备制造业,FALSE,hgyd,A0208,月度数据
A020810,仪器仪表制造业,FALSE,hgyd,A0208,月度数据
A020811,其他制造业,FALSE,hgyd,A0208,月度数据
A020812,废弃资源综合利用业,FALSE,hgyd,A0208,月度数据
A020813,金属制品、机械和设备修理业,FALSE,hgyd,A0208,月度数据
A020814,电力、热力生产和供应业,FALSE,hgyd,A0208,月度数据
A020815,燃气生产和供应业,FALSE,hgyd,A0208,月度数据
